Domain_Age,sld,oc_8,Emails,hex_32,Domain_Name,puny_coded,Page_Rank,Alexa_Rank,3gram,distance_from_bad_words,Country,hex_8,oc_32,len,typos,Registrar,dec_8,2gram,State,1gram,obfuscate_at_sign,entropy,numeric_percentage,Registrant_Name,subdomain,char_distribution,shortened,longest_word,Name_Server_Count,dec_32,Creation_Date_Time,Organization,tld,
"232 days, 8:29:13.366261",fiscalcommx,0,abuse@godaddy.com,0,fiscalcommx.club,0,,-1,"['fis', 'isc', 'sca', 'cal', 'alc', 'lco', 'com', 'omm', 'mmx']","{'mx': 5.613636363636363, 'com': 5.204545454545454, 'fiscal': 6.1231060606060606}",US,0,0,12,"[('aol.com', 64), ('visma.com', 60)]","GoDaddy.com, LLC",0,"['fi', 'is', 'sc', 'ca', 'al', 'lc', 'co', 'om', 'mm', 'mx']","['Arizona', 'AZ']","['f', 'i', 's', 'c', 'a', 'l', 'c', 'o', 'm', 'm', 'x']",0,2.9528822923,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'x': 1, 'o': 1, 'i': 1, 'm': 2, 'f': 1, 'c': 2, 's': 1, 'l': 1})",-1,fiscal,4,0,2019-03-08 03:36:04,Repossessed by Go Daddy,club,
"990 days, 12:05:30.706078",flmcitgruop,0,,0,flmcitgruop.co.uk,0,,-1,"['flm', 'lmc', 'mci', 'cit', 'itg', 'tgr', 'gru', 'ruo', 'uop']","{'op': 5.285984848484849, 'mc': 5.488636363636363, 'it': 5.178030303030303, 'fl': 5.448863636363637, 'gru': 5.369318181818182}",,0,0,12,"[('t.co', 86), ('bbc.co.uk', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],0,"['fl', 'lm', 'mc', 'ci', 'it', 'tg', 'gr', 'ru', 'uo', 'op']",,"['f', 'l', 'm', 'c', 'i', 't', 'g', 'r', 'u', 'o', 'p']",0,3.2862156257,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'p': 1, 'm': 1, 'i': 1, 't': 1, 'g': 1, 'f': 1, 'c': 1, 'u': 1, 'r': 1, 'l': 1})",-1,gru,33,0,2017-02-08 00:00:00,,co.uk,
"384 days, 21:25:22.240376",fn-bsa,0,"['abuse-contact@publicdomainregistry.com', 'gdpr-masking@gdpr-masked.com']",0,FN-BSA.COM,0,,-1,"['fn-', 'n-b', '-bs', 'bsa']","{'a': 5.365530303030303, '-': 5.742424242424242, 'b': 5.551136363636363, 's': 5.431818181818182, 'fn': 5.3977272727272725}",GDPR Masked,0,0,7,"[('qq.com', 86), ('vk.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['fn', 'n-', '-b', 'bs', 'sa']",GDPR Masked,"['f', 'n', '-', 'b', 's', 'a']",0,2.4063042189,0,,0,"defaultdict(<class 'int'>, {'a': 1, '-': 1, 'b': 1, 'n': 1, 'f': 1, 's': 1})",-1,fn,4,0,2018-10-06 14:40:10,GDPR Masked,com,
"1516 days, 4:05:36.181552",fortisconsultantsecurities,0,"['abuse-contact@publicdomainregistry.com', 'gdpr-masking@gdpr-masked.com']",0,FORTISCONSULTANTSECURITIES.COM,0,,-1,"['for', 'ort', 'rti', 'tis', 'isc', 'sco', 'con', 'ons', 'nsu', 'sul', 'ult', 'lta', 'tan', 'ant', 'nts', 'tse', 'sec', 'ecu', 'cur', 'uri', 'rit', 'iti', 'tie', 'ies']","{'securities': 8.589015151515152, 'consultant': 8.657196969696969, 'fortis': 5.839015151515151}",GDPR Masked,0,0,27,"[('facebook.com', 86), ('twitter.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['fo', 'or', 'rt', 'ti', 'is', 'sc', 'co', 'on', 'ns', 'su', 'ul', 'lt', 'ta', 'an', 'nt', 'ts', 'se', 'ec', 'cu', 'ur', 'ri', 'it', 'ti', 'ie', 'es']",GDPR Masked,"['f', 'o', 'r', 't', 'i', 's', 'c', 'o', 'n', 's', 'u', 'l', 't', 'a', 'n', 't', 's', 'e', 'c', 'u', 'r', 'i', 't', 'i', 'e', 's']",0,3.3656365761,0,,0,"defaultdict(<class 'int'>, {'o': 2, 't': 4, 'n': 2, 'u': 2, 's': 4, 'l': 1, 'a': 1, 'i': 3, 'f': 1, 'c': 2, 'r': 2, 'e': 2})",-1,securities,4,0,2015-09-01 07:59:57,GDPR Masked,com,
"136 days, 16:10:26.775817",freta,0,abuse@namesilo.com,0,freta.agency,0,,-1,"['fre', 'ret', 'eta']","{'a': 5.365530303030303, 'fret': 5.303030303030303}",US,0,0,6,"[('free.fr', 51), ('epa.gov', 51)]","NameSilo, LLC",0,"['fr', 're', 'et', 'ta']",AZ,"['f', 'r', 'e', 't', 'a']",0,2.1541354173,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'f': 1, 'r': 1, 'e': 1, 't': 1})",-1,fret,2,0,2019-06-11 20:23:17,See PrivacyGuardian.org,agency,
"246 days, 12:33:45.506121",fscs-uk,0,,0,fscs-uk.co.uk,0,,-1,"['fsc', 'scs', 'cs-', 's-u', '-uk']","{'k': 5.6268939393939394, '-': 5.742424242424242, 'cs': 5.357954545454546, 'fs': 5.486742424242424, 'u': 5.547348484848484}",,0,0,8,"[('t.co', 86), ('ox.ac.uk', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],0,"['fs', 'sc', 'cs', 's-', '-u', 'uk']",,"['f', 's', 'c', 's', '-', 'u', 'k']",0,2.375,0,,0,"defaultdict(<class 'int'>, {'k': 1, '-': 1, 'f': 1, 'c': 1, 'u': 1, 's': 2})",-1,cs,33,0,2019-02-22 00:00:00,,co.uk,
,gazedsesa,0,,0,,0,,,"['gaz', 'aze', 'zed', 'eds', 'dse', 'ses', 'esa']","{'a': 5.365530303030303, 'gazed': 5.617424242424242, 'ses': 5.179924242424242}",,0,0,10,"[('ssa.gov', 64), ('debian.org', 54)]",,0,"['ga', 'az', 'ze', 'ed', 'ds', 'se', 'es', 'sa']",,"['g', 'a', 'z', 'e', 'd', 's', 'e', 's', 'a']",0,2.3897352854,0,,0,"defaultdict(<class 'int'>, {'a': 2, 's': 2, 'e': 2, 'd': 1, 'g': 1, 'z': 1})",-1,gazed,,0,,,world,
0,com,0,,0,geforce1060.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,15,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,3.1130978892,20,,1,"defaultdict(<class 'int'>, {'6': 1, 'o': 2, 'e': 2, 'm': 1, 'g': 1, 'f': 1, 'c': 2, '0': 2, 'r': 1, '1': 1})",-1,com,0,0,,,de,
0,com,0,,0,geforce1060.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,15,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,3.1130978892,20,,1,"defaultdict(<class 'int'>, {'6': 1, 'o': 2, 'e': 2, 'm': 1, 'g': 1, 'f': 1, 'c': 2, '0': 2, 'r': 1, '1': 1})",-1,com,0,0,,,de,
"131 days, 1:48:34.207785",georgiannecornela,0,,0,GEORGIANNECORNELA.RU,0,,-1,"['geo', 'eor', 'org', 'rgi', 'gia', 'ian', 'ann', 'nne', 'nec', 'eco', 'cor', 'orn', 'rne', 'nel', 'ela']","{'a': 5.365530303030303, 'ne': 5.100378787878788, 'georgian': 7.215909090909091, 'cornel': 5.820075757575758}",,0,0,18,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['ge', 'eo', 'or', 'rg', 'gi', 'ia', 'an', 'nn', 'ne', 'ec', 'co', 'or', 'rn', 'ne', 'el', 'la']",,"['g', 'e', 'o', 'r', 'g', 'i', 'a', 'n', 'n', 'e', 'c', 'o', 'r', 'n', 'e', 'l', 'a']",0,2.9654972233,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'o': 2, 'i': 1, 'n': 3, 'g': 2, 'c': 1, 'r': 2, 'e': 3, 'l': 1})",-1,georgian,2,0,2019-06-17 10:45:19,,ru,
"149 days, 14:53:43.167891",gerenciadormasterweb,0,"['abuse-contact@publicdomainregistry.com', 'cudugu@max-mail.com']",0,GERENCIADORMASTERWEB.COM,0,,-1,"['ger', 'ere', 'ren', 'enc', 'nci', 'cia', 'iad', 'ado', 'dor', 'orm', 'rma', 'mas', 'ast', 'ste', 'ter', 'erw', 'rwe', 'web']","{'dor': 5.117424242424242, 'master': 5.839015151515151, 'geren': 5.5227272727272725, 'web': 5.384469696969697, 'cia': 5.113636363636363}",BR,0,0,21,"[('facebook.com', 86), ('twitter.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['ge', 'er', 're', 'en', 'nc', 'ci', 'ia', 'ad', 'do', 'or', 'rm', 'ma', 'as', 'st', 'te', 'er', 'rw', 'we', 'eb']",PA,"['g', 'e', 'r', 'e', 'n', 'c', 'i', 'a', 'd', 'o', 'r', 'm', 'a', 's', 't', 'e', 'r', 'w', 'e', 'b']",0,3.4805457597,0,,0,"defaultdict(<class 'int'>, {'e': 4, 'm': 1, 't': 1, 'd': 1, 's': 1, 'b': 1, 'a': 2, 'n': 1, 'w': 1, 'i': 1, 'g': 1, 'c': 1, 'r': 3, 'o': 1})",-1,master,4,0,2019-05-29 21:42:19,,com,
"142 days, 11:20:16.163912",get-kouhaitou-baken-houdou,0,"['abuse@gmo.jp', 'xiangtaisanhe@yahoo.co.jp']",0,"['GET-KOUHAITOU-BAKEN-HOUDOU.COM', 'get-kouhaitou-baken-houdou.com']",0,,-1,"['get', 'et-', 't-k', '-ko', 'kou', 'ouh', 'uha', 'hai', 'ait', 'ito', 'tou', 'ou-', 'u-b', '-ba', 'bak', 'ake', 'ken', 'en-', 'n-h', '-ho', 'hou', 'oud', 'udo', 'dou']","{'a': 5.365530303030303, 'o': 5.354166666666667, 'h': 5.570075757575758, 'n': 5.428030303030303, 'i': 5.392045454545454, 'u': 5.547348484848484, 'k': 5.6268939393939394, 'd': 5.579545454545454, 't': 5.424242424242424, '-': 5.742424242424242, 'get': 5.138257575757576, 'e': 5.320075757575758, 'b': 5.551136363636363}",JP,0,0,27,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['ge', 'et', 't-', '-k', 'ko', 'ou', 'uh', 'ha', 'ai', 'it', 'to', 'ou', 'u-', '-b', 'ba', 'ak', 'ke', 'en', 'n-', '-h', 'ho', 'ou', 'ud', 'do', 'ou']",Tokyo,"['g', 'e', 't', '-', 'k', 'o', 'u', 'h', 'a', 'i', 't', 'o', 'u', '-', 'b', 'a', 'k', 'e', 'n', '-', 'h', 'o', 'u', 'd', 'o', 'u']",0,3.4397106502,0,,0,"defaultdict(<class 'int'>, {'a': 2, 't': 2, 'h': 2, 'n': 1, 'o': 4, 'i': 1, 'u': 4, 'k': 2, 'd': 1, 'e': 2, '-': 3, 'g': 1, 'b': 1})",-1,get,6,0,2019-06-06 01:16:04,quick clean Inc.,com,
,ghosns,0,,0,,0,,,"['gho', 'hos', 'osn', 'sns']","{'sns': 5.212121212121212, 'o': 5.354166666666667, 'gh': 5.465909090909091}",,0,0,7,"[('un.org', 60), ('plos.org', 56)]",,0,"['gh', 'ho', 'os', 'sn', 'ns']",,"['g', 'h', 'o', 's', 'n', 's']",0,2.1205899332,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'g': 1, 's': 2, 'o': 1, 'h': 1})",-1,sns,,0,,,world,
"146 days, 12:43:41.707839",globlasaneamientoambiental,0,"['abuse@namecheap.com', 'domainservice58@gmail.com']",0,"['GLOBLASANEAMIENTOAMBIENTAL.COM', 'globlasaneamientoambiental.com']",0,,-1,"['glo', 'lob', 'obl', 'bla', 'las', 'asa', 'san', 'ane', 'nea', 'eam', 'ami', 'mie', 'ien', 'ent', 'nto', 'toa', 'oam', 'amb', 'mbi', 'bie', 'ien', 'ent', 'nta', 'tal']","{'a': 5.365530303030303, 'sane': 4.931818181818182, 'al': 5.179924242424242, 'ambient': 6.526515151515151, 'la': 5.204545454545454, 'glob': 5.399621212121212, 'mien': 5.1875, 'to': 5.170454545454546}",US,0,0,27,"[('facebook.com', 86), ('twitter.com', 86)]",NAMECHEAP INC,0,"['gl', 'lo', 'ob', 'bl', 'la', 'as', 'sa', 'an', 'ne', 'ea', 'am', 'mi', 'ie', 'en', 'nt', 'to', 'oa', 'am', 'mb', 'bi', 'ie', 'en', 'nt', 'ta', 'al']",MI,"['g', 'l', 'o', 'b', 'l', 'a', 's', 'a', 'n', 'e', 'a', 'm', 'i', 'e', 'n', 't', 'o', 'a', 'm', 'b', 'i', 'e', 'n', 't', 'a', 'l']",0,3.2501026695,0,,0,"defaultdict(<class 'int'>, {'a': 5, 'o': 2, 'e': 3, 'm': 2, 'n': 3, 'g': 1, 'i': 2, 'l': 3, 't': 2, 's': 1, 'b': 2})",-1,ambient,4,0,2019-06-01 23:52:50,,com,
"184 days, 20:49:39.007416",gulfrefiningcompany,0,"['abuse@namecheap.com', '458c05c259974f2e891b2680e4df3478.protect@whoisguard.com']",0,"['GULFREFININGCOMPANY.COM', 'gulfrefiningcompany.com']",0,,-1,"['gul', 'ulf', 'lfr', 'fre', 'ref', 'efi', 'fin', 'ini', 'nin', 'ing', 'ngc', 'gco', 'com', 'omp', 'mpa', 'pan', 'any']","{'refining': 7.363636363636363, 'gulf': 5.486742424242424, 'company': 6.46780303030303}",PA,0,0,20,"[('facebook.com', 86), ('twitter.com', 86)]",NAMECHEAP INC,0,"['gu', 'ul', 'lf', 'fr', 're', 'ef', 'fi', 'in', 'ni', 'in', 'ng', 'gc', 'co', 'om', 'mp', 'pa', 'an', 'ny']",Panama,"['g', 'u', 'l', 'f', 'r', 'e', 'f', 'i', 'n', 'i', 'n', 'g', 'c', 'o', 'm', 'p', 'a', 'n', 'y']",0,3.568087315,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'm': 1, 'n': 3, 'u': 1, 'l': 1, 'a': 1, 'p': 1, 'i': 2, 'g': 2, 'f': 2, 'c': 1, 'y': 1, 'r': 1, 'e': 1})",-1,refining,4,0,2019-04-24 15:47:39,"WhoisGuard, Inc.",com,
"184 days, 20:52:16.364602",gulfrefiningcompany,0,"['abuse@namecheap.com', '458c05c259974f2e891b2680e4df3478.protect@whoisguard.com']",0,"['GULFREFININGCOMPANY.COM', 'gulfrefiningcompany.com']",0,,-1,"['gul', 'ulf', 'lfr', 'fre', 'ref', 'efi', 'fin', 'ini', 'nin', 'ing', 'ngc', 'gco', 'com', 'omp', 'mpa', 'pan', 'any']","{'refining': 7.363636363636363, 'gulf': 5.486742424242424, 'company': 6.46780303030303}",PA,0,0,20,"[('facebook.com', 86), ('twitter.com', 86)]",NAMECHEAP INC,0,"['gu', 'ul', 'lf', 'fr', 're', 'ef', 'fi', 'in', 'ni', 'in', 'ng', 'gc', 'co', 'om', 'mp', 'pa', 'an', 'ny']",Panama,"['g', 'u', 'l', 'f', 'r', 'e', 'f', 'i', 'n', 'i', 'n', 'g', 'c', 'o', 'm', 'p', 'a', 'n', 'y']",0,3.568087315,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'm': 1, 'n': 3, 'u': 1, 'l': 1, 'a': 1, 'p': 1, 'i': 2, 'g': 2, 'f': 2, 'c': 1, 'y': 1, 'r': 1, 'e': 1})",-1,refining,4,0,2019-04-24 15:47:39,"WhoisGuard, Inc.",com,
"136 days, 6:09:40.007285",gwennethvevay,0,,0,GWENNETHVEVAY.RU,0,,-1,"['gwe', 'wen', 'enn', 'nne', 'net', 'eth', 'thv', 'hve', 'vev', 'eva', 'vay']","{'ve': 5.299242424242424, 'ne': 5.100378787878788, 'vay': 5.3352272727272725, 'th': 5.3768939393939394, 'gwen': 5.369318181818182}",,0,0,14,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['gw', 'we', 'en', 'nn', 'ne', 'et', 'th', 'hv', 've', 'ev', 'va', 'ay']",,"['g', 'w', 'e', 'n', 'n', 'e', 't', 'h', 'v', 'e', 'v', 'a', 'y']",0,2.9100518918,0,,0,"defaultdict(<class 'int'>, {'h': 1, 'a': 1, 'w': 1, 'e': 3, 't': 1, 'v': 2, 'n': 2, 'g': 1, 'y': 1})",-1,gwen,2,0,2019-06-12 06:32:52,,ru,
0,h2-7b3,0,,0,,0,,-1,"['h2-', '2-7', '-7b', '7b3']","{'2': 5.740530303030303, '3': 5.744318181818182, 'b': 5.551136363636363, 'h': 5.570075757575758, '-': 5.742424242424242, '7': 5.744318181818182}",,0,0,7,"[('nhk.or.jp', 56), ('mhlw.go.jp', 53)]",,0,"['h2', '2-', '-7', '7b', 'b3']",,"['h', '2', '-', '7', 'b', '3']",0,2.4063042189,27.2727272727,,0,"defaultdict(<class 'int'>, {'-': 1, 'b': 1, 'h': 1, '3': 1, '2': 1, '7': 1})",-1,3,0,0,,,jp,
0,h41j-z8,0,,0,,0,,-1,"['h41', '41j', '1j-', 'j-z', '-z8']","{'4': 5.744318181818182, 'h': 5.570075757575758, '8': 5.744318181818182, '-': 5.742424242424242, 'j': 5.704545454545454, 'z': 5.734848484848484, '1': 5.740530303030303}",,0,0,8,"[('nhk.or.jp', 53), ('mhlw.go.jp', 50)]",,0,"['h4', '41', '1j', 'j-', '-z', 'z8']",,"['h', '4', '1', 'j', '-', 'z', '8']",0,2.625,25,,0,"defaultdict(<class 'int'>, {'4': 1, 'h': 1, '8': 1, '-': 1, 'j': 1, 'z': 1, '1': 1})",-1,8,0,0,,,jp,
,hammsd,0,,0,,0,,,"['ham', 'amm', 'mms', 'msd']","{'hamm': 5.420454545454546, 'sd': 5.416666666666667}",,0,0,7,"[('msdn.com', 56), ('acm.org', 53)]",,0,"['ha', 'am', 'mm', 'ms', 'sd']",,"['h', 'a', 'm', 'm', 's', 'd']",0,2.1205899332,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'd': 1, 's': 1, 'm': 2, 'h': 1})",-1,hamm,,0,,,world,
"165 days, 7:35:34.630218",hanoitop1property,0,"['abuse@onlinenic.com', 'onlinenic-enduser@onlinenic.com', 'honganhphiendich@gmail.com']",0,"['HANOITOP1PROPERTY.COM', 'hanoitop1property.com']",0,,-1,"['han', 'ano', 'noi', 'oit', 'ito', 'top', 'op1', 'p1p', '1pr', 'pro', 'rop', 'ope', 'per', 'ert', 'rty']","{'p': 5.554924242424242, 'hanoi': 5.456439393939394, 't': 5.424242424242424, 'e': 5.320075757575758, 'top': 5.153409090909091, '1': 5.740530303030303, 'y': 5.632575757575758, 'r': 5.433712121212121, 'o': 5.354166666666667}",VN,0,0,18,"[('facebook.com', 86), ('twitter.com', 86)]",Onlinenic Inc,0,"['ha', 'an', 'no', 'oi', 'it', 'to', 'op', 'p1', '1p', 'pr', 'ro', 'op', 'pe', 'er', 'rt', 'ty']",Ha Noi,"['h', 'a', 'n', 'o', 'i', 't', 'o', 'p', '1', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'y']",0,3.1877194456,4.347826087,,0,"defaultdict(<class 'int'>, {'a': 1, 'p': 3, 'h': 1, 'o': 3, 'i': 1, 't': 2, 'n': 1, 'y': 1, 'r': 2, 'e': 1, '1': 1})",-1,hanoi,4,0,2019-05-14 05:07:04,None,com,
"165 days, 7:35:39.672453",hanoitop1property,0,"['abuse@onlinenic.com', 'onlinenic-enduser@onlinenic.com', 'honganhphiendich@gmail.com']",0,"['HANOITOP1PROPERTY.COM', 'hanoitop1property.com']",0,,-1,"['han', 'ano', 'noi', 'oit', 'ito', 'top', 'op1', 'p1p', '1pr', 'pro', 'rop', 'ope', 'per', 'ert', 'rty']","{'p': 5.554924242424242, 'hanoi': 5.456439393939394, 't': 5.424242424242424, 'e': 5.320075757575758, 'top': 5.153409090909091, '1': 5.740530303030303, 'y': 5.632575757575758, 'r': 5.433712121212121, 'o': 5.354166666666667}",VN,0,0,21,"[('facebook.com', 86), ('twitter.com', 86)]",Onlinenic Inc,0,"['ha', 'an', 'no', 'oi', 'it', 'to', 'op', 'p1', '1p', 'pr', 'ro', 'op', 'pe', 'er', 'rt', 'ty']",Ha Noi,"['h', 'a', 'n', 'o', 'i', 't', 'o', 'p', '1', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'y']",0,3.3134136166,3.7037037037,,1,"defaultdict(<class 'int'>, {'o': 3, 'h': 1, 'n': 1, 'i': 1, '1': 1, 'a': 1, 'p': 3, 'w': 3, 't': 2, 'y': 1, 'r': 2, 'e': 1})",-1,hanoi,4,0,2019-05-14 05:07:04,None,com,
"165 days, 7:35:45.182490",hanoitop1property,0,"['abuse@onlinenic.com', 'onlinenic-enduser@onlinenic.com', 'honganhphiendich@gmail.com']",0,"['HANOITOP1PROPERTY.COM', 'hanoitop1property.com']",0,,-1,"['han', 'ano', 'noi', 'oit', 'ito', 'top', 'op1', 'p1p', '1pr', 'pro', 'rop', 'ope', 'per', 'ert', 'rty']","{'p': 5.554924242424242, 'hanoi': 5.456439393939394, 't': 5.424242424242424, 'e': 5.320075757575758, 'top': 5.153409090909091, '1': 5.740530303030303, 'y': 5.632575757575758, 'r': 5.433712121212121, 'o': 5.354166666666667}",VN,0,0,21,"[('facebook.com', 86), ('twitter.com', 86)]",Onlinenic Inc,0,"['ha', 'an', 'no', 'oi', 'it', 'to', 'op', 'p1', '1p', 'pr', 'ro', 'op', 'pe', 'er', 'rt', 'ty']",Ha Noi,"['h', 'a', 'n', 'o', 'i', 't', 'o', 'p', '1', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'y']",0,3.3134136166,3.7037037037,,1,"defaultdict(<class 'int'>, {'o': 3, 'h': 1, 'n': 1, 'i': 1, '1': 1, 'a': 1, 'p': 3, 'w': 3, 't': 2, 'y': 1, 'r': 2, 'e': 1})",-1,hanoi,4,0,2019-05-14 05:07:04,None,com,
"245 days, 19:40:39.730650",hedefsunucu,0,abuse@nicproxy.com,0,HEDEFSUNUCU.XYZ,0,,5107928,"['hed', 'ede', 'def', 'efs', 'fsu', 'sun', 'unu', 'nuc', 'ucu']","{'cu': 5.40530303030303, 'sun': 5.162878787878788, 'u': 5.547348484848484, 'he': 5.196969696969697, 'def': 5.3731060606060606}",TR,0,0,12,"[('sun.com', 51), ('umn.edu', 49)]",NICS Telekomunikasyon A.S.,0,"['he', 'ed', 'de', 'ef', 'fs', 'su', 'un', 'nu', 'uc', 'cu']",Bandirma,"['h', 'e', 'd', 'e', 'f', 's', 'u', 'n', 'u', 'c', 'u']",0,2.7233083338,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'h': 1, 'e': 2, 'd': 1, 'f': 1, 'c': 1, 'u': 3, 's': 1})",-1,sun,4,0,2019-02-22 17:02:15,Gokhan Dagli,xyz,
"402 days, 18:13:42.246358",hegazy-syria,0,"['abuse-contact@publicdomainregistry.com', 'gdpr-masking@gdpr-masked.com']",0,HEGAZY-SYRIA.COM,0,,-1,"['heg', 'ega', 'gaz', 'azy', 'zy-', 'y-s', '-sy', 'syr', 'yri', 'ria']","{'a': 5.365530303030303, 'ga': 5.2727272727272725, 'zy': 5.640151515151516, 'i': 5.392045454545454, '-': 5.742424242424242, 'y': 5.632575757575758, 'r': 5.433712121212121, 's': 5.431818181818182, 'he': 5.196969696969697}",GDPR Masked,0,0,13,"[('google.com', 86), ('apple.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['he', 'eg', 'ga', 'az', 'zy', 'y-', '-s', 'sy', 'yr', 'ri', 'ia']",GDPR Masked,"['h', 'e', 'g', 'a', 'z', 'y', '-', 's', 'y', 'r', 'i', 'a']",0,3.1080982014,0,,0,"defaultdict(<class 'int'>, {'a': 2, 's': 1, 'h': 1, 'e': 1, '-': 1, 'g': 1, 'i': 1, 'y': 2, 'r': 1, 'z': 1})",-1,zy,4,0,2018-09-18 18:29:14,GDPR Masked,com,
"270 days, 15:49:02.557005",heveyr,0,"['abuse@godaddy.com', 'heveyr.com@domainsbyproxy.com']",0,"['HEVEYR.COM', 'heveyr.com']",0,,-1,"['hev', 'eve', 'vey', 'eyr']","{'yr': 5.4356060606060606, 've': 5.299242424242424, 'he': 5.196969696969697}",US,0,0,7,"[('qq.com', 86), ('vk.com', 86)]","GoDaddy.com, LLC",0,"['he', 'ev', 've', 'ey', 'yr']",Arizona,"['h', 'e', 'v', 'e', 'y', 'r']",0,2.1205899332,0,,0,"defaultdict(<class 'int'>, {'r': 1, 'y': 1, 'e': 2, 'h': 1, 'v': 1})",-1,yr,2,0,2019-01-28 20:53:55,"Domains By Proxy, LLC",com,
"173 days, 4:35:09.324412",hiplexores2,0,"['abuse@namecheap.com', '271c73aeb86f4b6890e68bdff91cc0f4.protect@whoisguard.com']",0,hiplexores2.top,0,,-1,"['hip', 'ipl', 'ple', 'lex', 'exo', 'xor', 'ore', 'res', 'es2']","{'2': 5.740530303030303, 'ores': 5.15719696969697, 'hip': 5.2518939393939394, 'lex': 5.321969696969697}",PA,0,0,12,"[('forbes.com', 54), ('themeforest.net', 53)]",NAMECHEAP INC,0,"['hi', 'ip', 'pl', 'le', 'ex', 'xo', 'or', 're', 'es', 's2']",Panama,"['h', 'i', 'p', 'l', 'e', 'x', 'o', 'r', 'e', 's', '2']",0,3.119548959,5.8823529412,,0,"defaultdict(<class 'int'>, {'p': 1, 'h': 1, 'x': 1, 'i': 1, 'e': 2, '2': 1, 'o': 1, 'r': 1, 's': 1, 'l': 1})",-1,ores,2,0,2019-05-06 08:07:51,"WhoisGuard, Inc.",top,
"173 days, 4:35:12.191316",hiplexores2,0,"['abuse@namecheap.com', '271c73aeb86f4b6890e68bdff91cc0f4.protect@whoisguard.com']",0,hiplexores2.top,0,,-1,"['hip', 'ipl', 'ple', 'lex', 'exo', 'xor', 'ore', 'res', 'es2']","{'2': 5.740530303030303, 'ores': 5.15719696969697, 'hip': 5.2518939393939394, 'lex': 5.321969696969697}",PA,0,0,12,"[('forbes.com', 54), ('themeforest.net', 53)]",NAMECHEAP INC,0,"['hi', 'ip', 'pl', 'le', 'ex', 'xo', 'or', 're', 'es', 's2']",Panama,"['h', 'i', 'p', 'l', 'e', 'x', 'o', 'r', 'e', 's', '2']",0,3.119548959,5.8823529412,,0,"defaultdict(<class 'int'>, {'p': 1, 'h': 1, 'x': 1, 'i': 1, 'e': 2, '2': 1, 'o': 1, 'r': 1, 's': 1, 'l': 1})",-1,ores,2,0,2019-05-06 08:07:51,"WhoisGuard, Inc.",top,
0,hl6c1-7t,0,,0,,0,,-1,"['hl6', 'l6c', '6c1', 'c1-', '1-7', '-7t']","{'hl': 5.357954545454546, '6': 5.744318181818182, 't': 5.424242424242424, '-': 5.742424242424242, 'c': 5.537878787878788, '7': 5.744318181818182, '1': 5.740530303030303}",,0,0,9,"[('mhlw.go.jp', 57), ('ocn.ne.jp', 50)]",,0,"['hl', 'l6', '6c', 'c1', '1-', '-7', '7t']",,"['h', 'l', '6', 'c', '1', '-', '7', 't']",0,2.8177111124,23.0769230769,,0,"defaultdict(<class 'int'>, {'l': 1, '6': 1, 't': 1, 'h': 1, '-': 1, 'c': 1, '7': 1, '1': 1})",-1,hl,0,0,,,jp,
